,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,pet_name,stage,retweet_count,favorite_count,image_url,image_number,first_prediction,first_prediction_confidence(%),first_prediction_is_dog,second_prediction,second_prediction_confidence(%),second_prediction_is_dog,third_prediction,third_prediction_confidence(%),third_prediction_is_dog
15,889278841981685760,2017-07-24 00:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,    ,5637,25652,https://pbs.twimg.com/ext tw video thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,62.6,True,Borzoi,19.5,True,Saluki,2.7,True
16,888917238123831296,2017-07-23 00:22:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,    ,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden Retriever,71.5,True,Tibetan Mastiff,12.0,True,Labrador Retriever,10.6,True
17,888804989199671297,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,    ,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden Retriever,47.0,True,Labrador Retriever,18.4,True,English Setter,7.3,True
18,888554962724278272,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,    ,3732,20290,https://pbs.twimg.com/media/DFTH O-UQAACu20.jpg,3,Siberian Husky,70.0,True,Eskimo Dog,16.7,True,Malamute,11.1,True
19,888078434458587136,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,    ,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French Bulldog,99.5,True,Pug,0.1,True,Bull Mastiff,0.1,True
20,887705289381826560,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,    ,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,82.2,True,Redbone,8.8,True,Weimaraner,2.6,True
21,887517139158093824,2017-07-19 03:39:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10, ,    ,12082,46959,https://pbs.twimg.com/ext tw video thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,13.0,False,Tow Truck,2.9,False,Shopping Cart,2.6,False
22,887473957103951883,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,    ,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,80.9,True,Rhodesian Ridgeback,5.5,True,Beagle,3.9,True
23,887343217045368832,2017-07-18 16:08:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10, ,    ,10737,34222,https://pbs.twimg.com/ext tw video thumb/887343120832229379/pu/img/6HSuFrW1lzI 9Mht.jpg,1,Mexican Hairless,33.1,True,Sea Lion,27.6,False,Weimaraner,13.4,True
24,887101392804085760,2017-07-18 00:07:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10, ,    ,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,73.4,True,Eskimo Dog,3.5,True,Staffordshire Bullterrier,3.0,True
25,886983233522544640,2017-07-17 16:17:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,    ,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,79.3,True,Toy Terrier,14.4,True,Can Opener,3.2,False
26,886736880519319552,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,    ,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,31.0,True,Great Pyrenees,18.6,True,Dandie Dinmont,8.6,True
27,886680336477933568,2017-07-16 20:14:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,    ,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,73.9,False,Sports Car,14.0,False,Car Wheel,4.4,False
28,886366144734445568,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,  pupper ,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,99.9,True,Chihuahua,0.0,True,Boston Bull,0.0,True
29,886258384151887873,2017-07-15 16:17:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,    ,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,94.4,True,Shower Cap,2.5,False,Siamese Cat,0.3,False
30,885984800019947520,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,    ,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,97.2,True,Shih-Tzu,0.7,True,Bernese Mountain Dog,0.6,True
31,885528943205470208,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,    ,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,36.9,True,Labrador Retriever,26.6,True,Kuvasz,13.5,True
32,885167619883638784,2017-07-12 16:03:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10, ,    ,4556,22367,https://pbs.twimg.com/media/DEi N9qXYAAgEEw.jpg,4,Malamute,81.2,True,Siberian Husky,7.2,True,Eskimo Dog,5.6,True
33,884925521741709313,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,    ,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian Greyhound,26.0,True,American Staffordshire Terrier,19.8,True,Staffordshire Bullterrier,12.8,True
34,884876753390489601,2017-07-11 20:47:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,    ,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,82.2,True,Norwich Terrier,10.6,True,Norfolk Terrier,3.7,True
35,884562892145688576,2017-07-11 00:00:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,    ,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,54.6,True,French Bulldog,40.4,True,Brabancon Griffon,4.4,True
36,884441805382717440,2017-07-10 15:58:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10, ,    ,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,99.3,True,Cardigan,0.3,True,Chihuahua,0.2,True
37,884162670584377345,2017-07-09 21:29:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo   ,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv o.jpg,1,German Shepherd,70.7,True,Malinois,19.9,True,Norwegian Elkhound,4.9,True
38,883838122936631299,2017-07-09 00:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,    ,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,61.1,True,Miniature Pinscher,30.0,True,Kelpie,6.3,True
39,883482846933004288,2017-07-08 00:28:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,    ,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,94.3,True,Labrador Retriever,3.2,True,Kuvasz,0.6,True
40,883360690899218434,2017-07-07 16:22:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald, floofer  ,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,98.8,True,Tibetan Mastiff,0.7,True,Newfoundland,0.2,True
41,883117836046086144,2017-07-07 00:17:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10, ,    ,6949,37914,https://pbs.twimg.com/media/DEF2- hXoAAs62q.jpg,2,Golden Retriever,95.0,True,Labrador Retriever,4.6,True,Kuvasz,0.2,True
42,882992080364220416,2017-07-06 15:58:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,    ,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh .jpg,1,Eskimo Dog,46.7,True,Siberian Husky,40.6,True,Dingo,7.3,False
43,882762694511734784,2017-07-06 00:46:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,  pupper ,5134,28903,https://pbs.twimg.com/media/DEAz HHXsAA-p z.jpg,1,Labrador Retriever,85.0,True,Chesapeake Bay Retriever,7.4,True,Flat-Coated Retriever,1.6,True
44,882627270321602560,2017-07-05 15:48:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,    ,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,54.3,True,Chihuahua,25.2,True,Cardigan,10.8,True
45,882268110199369728,2017-07-04 16:01:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,    ,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,76.2,True,Labrador Retriever,9.9,True,Cocker Spaniel,1.7,True
46,882045870035918850,2017-07-04 01:18:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,    ,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI 4a.jpg,1,Web Site,95.0,False,Dhole,1.7,False,Golden Retriever,0.7,True
47,881906580714921986,2017-07-03 16:04:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,    ,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,29.2,True,Chesapeake Bay Retriever,27.9,True,Koala,12.7,False
48,881666595344535552,2017-07-03 00:11:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,    ,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,52.9,True,Afghan Hound,25.0,True,Golden Retriever,16.1,True
49,881536004380872706,2017-07-02 15:32:16 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10, ,  pupper ,16570,50199,https://pbs.twimg.com/ext tw video thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,28.1,True,Angora,27.2,False,Persian Cat,11.5,False
50,881268444196462592,2017-07-01 21:49:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,    ,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,47.3,False,Indian Elephant,24.6,False,Ibex,5.6,False
51,880935762899988482,2017-06-30 23:47:07 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,    ,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street Sign,25.2,False,Umbrella,11.5,False,Traffic Light,7.0,False
52,880872448815771648,2017-06-30 19:35:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10, ,    ,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,79.1,True,Norwich Terrier,6.1,True,Chihuahua,3.4,True
53,880465832366813184,2017-06-29 16:39:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,    ,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,91.3,True,Labrador Retriever,2.6,True,Cocker Spaniel,0.9,True
54,880221127280381952,2017-06-29 00:27:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,    ,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,23.9,True,Meerkat,10.4,False,Clumber,5.3,True
55,880095782870896641,2017-06-28 16:09:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10, ,    ,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature Pinscher,12.0,True,Rhodesian Ridgeback,10.6,True,Beagle,10.6,True
56,879862464715927552,2017-06-28 00:42:13 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,    ,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,81.4,True,Beagle,14.7,True,Cocker Spaniel,0.9,True
57,879492040517615616,2017-06-27 00:10:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,    ,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,48.0,True,Vizsla,12.4,True,Bath Towel,7.3,False
58,879415818425184262,2017-06-26 19:07:24 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,    ,45849,107956,https://pbs.twimg.com/ext tw video thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English Springer,38.3,True,Boston Bull,13.5,True,Cardigan,11.0,True
59,879376492567855104,2017-06-26 16:31:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,    ,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,66.4,False,Labrador Retriever,3.3,True,Pembroke,1.9,True
